project_code,project_name,mda_name,project_status,location,amount,expenditure_code
ERGP30105992,YEARLY HUMAN CAPITAL DEVELOPMENT OF HIGH LEVEL MAN POWER IN MATHEMATICAL SCIENCES WITHIN THE FIVE PROGRAMMES OF THE CENTRE,,ONGOING,,70000000.0,
ERGP30238182,EMPOWERMENT OF YOUTHS AND WOMEN IN FIKA/FUNA FEDERAL CONSTITUENCY YOBE STATE.,,ONGOING,Yobe,35000000.0,
ERGP30239264,GRANTS FOR ARTISANS IN ILA/BOLUWADURO/IFEDAYO FEDERAL CONSTITUENCY Budget Office of the Federation            Page 1870 / 2790                                             2026 FGN BUDGET,,ONGOING,,17500000.0,
ERGP23230910,"PURCHASE OF OFFICE EQUIPMENT (AIR CONDITIONERS, FILING CABINETS, COMPUTERS PRINTERS ETC)",,,,,
ERGP23233620,CONSTRUCTION AND FURNISHING OF 500 SEATS LECTURE THEARTER,,ONGOING,,700000000.0,
ERGP27233538,RENOVATION/REPAIRS OF VC'S LODGE AND PRINCIPAL OFFICERS'S RESIDENCE Budget Office of the Federation           Page 1943 / 2790                                        2026 FGN BUDGET,,ONGOING,,171073018.0,
ERGP23192743,REHABILITATION OF INTERNAL ROAD NETWORK,,ONGOING,,67776673.0,
ERGP23188598,RENOVATION OF BLOCK OF 6 BOYS HOSTEL & 3BLOCKS OF GIRLS HOSTEL,,ONGOING,,101285624.0,
ERGP23226134,PROCUREMENT OF 1 NO HILUX Budget Office of the Federation           Page 2026 / 2790                   2026 FGN BUDGET,,ONGOING,,73486000.0,
ERGP23225592,RENOVATOION OF 1N0. 4 BEDROOM BURNT STAFF QUARTERS,,ONGOING,,20249460.0,
ERGP23232491,ONE BLOCK OF 3 CLASSROOMS BUNGALOW VICE PRINCIPAL QUARTERS,,ONGOING,,28000000.0,
ERGP23226334,RENOVATION/REHABILITATION AND FURNISHING OF 1NO. COLLEGE MAIN STAFF COMMON ROOM,,ONGOING,,18900000.0,
ERGP23225089,PROVISION OF ONE UNIT OF SOLAR BOREHOLE AND WATER RETICULATION IN THE STAFF QUARTERS,,ONGOING,,18028920.0,
ERGP23225662,RENOVATION OF 2 NOS. BLOCK OF MATRONS QUARTERS,,ONGOING,,20965000.0,
ERGP23229492,CONSTRUCTION OF TWO BUNGALOW PLUS FURNISHING AND EQUIPING,,ONGOING,,29400000.0,
ERGP23225329,"RENOVATION , FURNISHING AND CONVERSION OF OLD PRINCIPAL'S QUARTERS TO COLLEGE GUEST HOUSE",,ONGOING,,63000000.0,
ERGP23171313,PROVISION OF INSTRUCTIONAL MATERIALS AND TECH/VOC. EQUIPMENT,,ONGOING,,14000000.0,
ERGP23225546,PROCUREMENT OF TECHNICAL TEACHING EQUIPMENT,,ONGOING,,14420000.0,
ERGP23226324,CONSTRUCTION OF COLLEGE ROAD NETWORK AND LANDSCAPING,,ONGOING,,91000000.0,
ERGP30235457,CONSTRUCTION OF CONFERENCE HALL & FACILITIES AT NORTH WEST KATSINA,,ONGOING,Katsina,280000000.0,
ERGP23235484,"CONSTRUCTION AND FURNISHING OF 3 CLASSROOMS AND OFFICE TSANGAYA ISLAMIC SCHOOL IN ANKA L.G.A OF ANKA/TALATA MAFARA FEDERAL CONSTITUENCY, ZAMFARA STATE (MULTIPLE LOTS)",,ONGOING,Zamfara,105000000.0,
ERGP30235483,"CONSTRUCTION OF SOLAR POWERED BOREHOLES AND RENOVATION WITHIN SOME JUMMAT MOSQUES ACROSS TAKIA/SUMAILA FEDERAL CONSTITUENCY, KANO STATE",,ONGOING,Kano,70000000.0,
ERGP30235508,PURCHASE AND SUPPLY OF VARIOUS MATERIALS FOR ORPHANAGE HOMES IN KOGI EAST SENATORIAL DISTRICT.,,ONGOING,Kogi,35000000.0,
ERGP23202287,ONGOING DATA CAPTURING OF SENIOR SECONDARY SCHOOLS NATIONWIDE,,ONGOING,,42000000.0,
ERGP23235526,CONSTRUCTION AND EQUIPPING OF SMART CLASSROOMS IN THREE SELECTED SCHOOLS IN KANO STATE,,ONGOING,Kano,350000000.0,
ERGP22227216,"SKILLS ACQUISITION PROGRAMMES FOR ALMAJIRI AND OUT-OF-SCHOOL CHILDREN INONGOING             35,000,000 SELECTED STATES",,,,35000000.0,
ERGP30235567,CONSTRUCTION AND EQUIPPING OF 2 NUMBER SKILLS DEVELOPMENT CENTERS FOR ALMAJIRI AND OUT OF SCHOOL CHILDREN TYPE C IN RABAH AND WURNO TOWNS SOKOTO STATE.,,ONGOING,Sokoto,252000000.0,
ERGP25132224,SPECIALIZE TRAINING TO STRENGTHEN CAPACITY OF LEGAL OFFICERS,,ONGOING,,9295070.0,
ERGP25155698,PROCUREMENT OF 3NO OPERATIONAL VEHICLE FOR PROTOCOL UNIT,,ONGOING,,209139087.0,
ERGP25158229,TOBACCO CONTROL FUND(PURSUANT TO NATIONAL TOBACCO CONTROL ACT 2015) FOR THE CONTROL OF TOBACCO IN NIGERIA: SECRETARIAT FOR LICENSING/COMPLIANCE MONITORING OF TOBACCO INDUSTRIES; QUARTERLY MEETINGS OF ,,ONGOING,,9295070.0,
ERGP25171286,"SUPPLY OF AGO (DIESEL) FOR 650KVA, 500KVA GENERATOR AT THE HEADQUARTERS",,ONGOING,,51122888.0,
ERGP25173752,"STRENGTHENING ROUTINE HEALTH MANAGEMENT INFORMATION SYSTEM: ARHITECTURE, ENTERPRISE AND SECURITY",,ONGOING,,9484247.0,
ERGP25202744,HANDS-ON TRAINING AND CAPACITY BUILDING OF BIOMEDICAL ENGINEERS NATIONAL BIOMEDICAL ENGINEERING PROGRAMME,,ONGOING,,9295070.0,
ERGP25202836,CASCADING OF REFORM POLICY IMPLEMENTATION (FCSSIP-25) FOR STAFF OF FMOH&SW HQTRS AND FEDERAL HEALTH INSTITUTIONS IN SIX GEO-POLITICAL ZONES.,,ONGOING,,40645485.0,
ERGP25203186,DEPARTMENT OF HOSPITAL SERVICES COORDINATION AND OVERSIGHT ACTIVITIES,,ONGOING,,69713029.0,
ERGP25204299,"GENERAL RENOVATION, FURNISHING, AND EQUIPPING OF THE PRINCIPAL OFFICERS CONFERENCE ROOMS AND 6TH FLOOR MAIN CONFERENCE ROOM AT MINISTRY HEADQUARTERS",,ONGOING,,232376763.0,
ERGP25212819,"ENGAGE PRIVATE SECTORS TO PROMOTE INDUSTRIAL FORTIFICATION OF STAPLE FOOD VEHICLE AND IN-COUNTRY PRODUCTION OF ESSENTIAL NUTRITION COMMODITIES SUCH AS RUTF, SQLNS, ETC (NUT.3.NP)",,ONGOING,,23237676.0,
ERGP25223746,"PROCUREMENT AND INSTALLATION OF PHOTOCOPIER MACHINES, DESK TOP COMPUTERS AND PRINTERS IN FINANCE AND ACCOUNTS",,ONGOING,,69713029.0,
ERGP25231248,PERSONNEL AND PAYROLL AUDIT OF MINISTRY'S AGENCIES AND PARASTATALS TO MINIMIZE IRREGULARITIES AND OTHER INFRACTIONS,,ONGOING,,37273233.0,
ERGP25232274,"FUNDING OF NURSING PROGRAMMES AND ACTIVITIES, INCLUDING PARTICIPATION IN INTERNATIONAL PROGRAMMES",,ONGOING,,46475353.0,
ERGP25232301,"NATIONAL HEALTH RESEARCH ETHICS CODE, AND HEALTH RESEARCH REPOSITORY FOR HEALTH SYSTEM RESEARCH IMPACT",,ONGOING,,3549640.0,
ERGP25232450,DEVELOPMENT OF NATIONAL POLICY ON SAFE WATER FOR CONSUMPTION AND USAGE,,,,,
ERGP25232577,"PARTICIPATION IN OTHER HUMANITARIAN CRISIS MEETINGS, CONFERENCES AND OTHER ISSUES ANCILLARY TO HEALTH CARE DELIVERY, INCLUDING THE NATIONAL SECURITY ADVISER'S (NSA) CRISIS MANAGEMENT RESPONSE",,ONGOING,,46475353.0,
ERGP25232625,DEVELOPMENT OF A DASHBOARD OF DIASPORA HEALTH WORKFORCE FOR ADVANCED HEALTHCARE SERVICE DELIVERY.,,,,,
ERGP25232681,FMOH&SW SERVICE CHARTER REVIEW/LUNCHING AND IMPLEMENTATION,,ONGOING,,24626190.0,
ERGP25232741,"PROCUREMENT OF STORE ITEMS( EG A4 PAPER, A4 ENVELOPS, LETTER HEADED PAPERONGOING            34,856,515 STAPLERS, PERFORATORS, STAPLE PINS, RULERS, BIROS, PENCILS, CARBON PAPERS, EXTENSION SWIRES AND P",,,,34856515.0,
ERGP25232860,"RENOVATION OF HEALTH CENTRE UMUOHIAGU, UMUEKWUNE ENYIONOGUGU IN ABOHONGOING                 69,713,029 MBAISE/NGOR OKPALA FEDERAL CONSTITUENCY",,,,69713029.0,
ERGP25233093,PROCUREMENT OF RAPID TEST KITS FOR MALARIA,,ONGOING,,232376763.0,
ERGP25247725,"2026 NIGERIA HOSTING COMMONWEALTH CONFERENCE OF NURSING, MIDWIFERY AND MEDICAL SERVICES",,ONGOING,,500000000.0,
ERGP25155214,"EXPANDED MIDWIVES SERVICE SCHEME (FRONTLINE HEALTH WORKER) FOR SOUTH EAST ZONE (ABIA, ANAMBRA, EBONYI, ENUGU, IMO)",,ONGOING,"Abia, Anambra, Ebonyi, Enugu, Imo",319612403.0,
ERGP25224317,IMPLEMENTATION OF MATERNAL NEONATAL AND CHILD (MNCH) INNOVATIONS IN PRIORITIZED LGAs IN SOUTH SOUTH ZONE,,ONGOING,,149255318.0,
ERGP25228816,REFURBISHMENT AND PROCUREMENT OF MEDICAL EQUIPMENT AND SUPPLIES IN SOME SELECTED PRIMARY HEALTHCARE CENTRES IN KANO STATE,,,Kano,,
ERGP25237134,"PROVISION OF MEDICAL OUTREACH IN TORO FEDERAL CONSTITUENCY, BAUCHI STATE",,,Bauchi,,
ERGP25237570,SUPPLY OF MEDICAL EQUIPMENT TO HEALTH CENTRES IN KAURU FEDERAL CONSTITUENCY,,ONGOING,,28000000.0,
ERGP25237804,SUPPLY OF MEDICAL EQUIPMENT TO SELECTED PRIMARY HEALTH CENTRES IN OSUN WEST SENATORIAL DISTRICT,,ONGOING,Osun,70000000.0,
ERGP25238098,"""CONSTRUCTION OF PRIMARY HEALTHCARE CENTER, (PHC LEVEL """"3""""), OPPOSITE OLOKETUYI HIGH SCHOOL, ILUOMOBA ROAD, IGBEMO-EKITI, EKITI STATE """,,ONGOING,Ekiti,87500000.0,
ERGP27247599,"CONSTRUCTION OF COUNCIL'S MEMBER, ICT HARDWARE AND SOFTWARE FOR MASTER REGISTRY",,,,,
ERGP25241333,"PROVISION OF EMPOWERMENT ITEMS TO VULNERABLE AND UNEMPLOYED YOUTHS INONGOING                70,000,000 ETINAN/NSIT IBOM/NSIT UBIUM FEDERAL CONSTITUENCY, AKWA IBOM STATE.",,,Akwa Ibom,70000000.0,
ERGP25237174,CONSTRUCTION AND PROVISION OF MEDICAL FACILITIES FOR GENERAL HOSPITAL IN A SELECTED LOCATION OF SOUTH WEST STATE LOT 1-4,,,,,
ERGP25241276,PROVISION OF MEDICAL OUTREACH ACROSS KADUNA NORTH SENATORIAL DISTRICT KADUNA STATE,,ONGOING,Kaduna,21000000.0,
ERGP25174952,"CONSTRUCTION/PROVISION OF DRUG REHABILITATION CENTRE AT UNTH ITUKU/OZALLA, ENUGU.",,ONGOING,Enugu,1400000.0,
ERGP27226834,"INFRASTRUCTURAL UPGRADES IN THE CLINICS, WARDS, THEATRES AND OTHER PLACES",,ONGOING,,140000000.0,
ERGP25227302,RENOVATION UPGRADE WORKS AND EQUIPMENT FOR MAIN THEATRE PHASE 2,,ONGOING,,495600000.0,
ERGP25233779,Surgical Equipment,,ONGOING,,350000000.0,
ERGP25227840,"PROCUREMENT OF RADIOLOGY EQUIPMENTS IN GOVERNMENT EMIRATE HOSPITAL (X RAY MACHINES, ULTRASOUND MACHINES, CT SCAN MACHINE, MAMMOGRAPHY MACHINE (LOT 1 - 5)",,ONGOING,,1400000.0,
ERGP25242077,"EXPANSION , FURNISHING AND EQUIPPING OF FAMILY MEDCINE COMPLEX PHASE I (LOT 1,2,3,4) IN AMINU KANO UNIVERSITY TEACHING HOSPITAL",,,Kano,,
ERGP25242200,CONSTRUCTUION OF CBT CENTER IN AMINU KANO UNIVERSITY TEACHING HOSPITAL,,ONGOING,Kano,765213167.0,
ERGP25243481,ESTABLISHMENT OF DIALYSIS MACHINES ACROSS AKKO FEDERAL CONSTITUENCY,,ONGOING,,420000000.0,
ERGP25243670,"PROVISION OF SOLAR POWERED STREET LIGHTS IN UNUBI, ANAMBRA STATE",,ONGOING,Anambra,58170000.0,
ERGP25224562,PROCUREMENT AND INSTALLATION OF DENTAL SURGICAL EQUIPMENT,,ONGOING,,68600000.0,
ERGP25243522,"MEDICAL OUTREACH IN ORON/MBO/OKOBO/UDUNG UKO/URUEOFFONG ORUKO FEDERAL CONSTITUENCY, AKWA IBOM",,ONGOING,Akwa Ibom,140000000.0,
ERGP29226942,TELEVISIONS & CABLES,,ONGOING,,5687500.0,
ERGP25207874,COMPLETION OF UNCOMPLETED CLINIC COMPLEX,,ONGOING,,35761917.0,
ERGP25233631,PURCHASE OF DIALYSIS MACHINES,,ONGOING,,175000000.0,
ERGP27231299,COMPLETION AND FURNISHING OF DOCTOR'S QUATERS INTHE HOSPITAL,,ONGOING,,42000000.0,
ERGP25227359,COMPLETION OF CONSTRUCTION OF STROKE CENTRE,,ONGOING,,56000000.0,
ERGP27225027,LANDSCAPING OF HOSPITAL ENVIRONMENT AND PLANTING OF FLOWERS,,ONGOING,,35000000.0,
ERGP27171721,CONSTRUCTION OF ACCOUNTS AND AUDIT DEPARTMENT COMPLEX,,ONGOING,,56000000.0,
ERGP25242224,"FREE MEDICAL OUTREACH TO SOME SELECTED PATIENT AT GWADABAWA, GORONYO WURNO AND RABAH LGA IN SOKOTO EAST SENATORIAL DISTRICT, SOKOTO STATE.",,ONGOING,Sokoto,70000000.0,
ERGP25233860,"CONSTRUCTION OF RESIDENT DOCTORS QUARTERS, FMC, UMUAHIA",,ONGOING,,350000000.0,
ERGP25242619,FREE MEDICAL OUTREACH IN KATSINA ALA/UKUM/LOGO FEDERAL CONSTITUENCY,,ONGOING,Katsina,14000000.0,
ERGP25242963,"""FREE MEDICAL AND VETERINARY OUTREACH IN YOBE NORTH SENATORIAL DISTRICT""",,ONGOING,Yobe,21000000.0,
ERGP25171657,COMPLETION OF A STOREY BLOCK OF STAFF QUARTERS AT FMC ANNEX,,ONGOING,,35000000.0,
ERGP25227666,RENOVATION OF FMCB CONFERENCE HALL,,ONGOING,,10500000.0,
ERGP25242487,PROCUREMENT AND INSTALLATION SOLAR BACKUP 200KW,,ONGOING,,206500000.0,
ERGP25242514,"COSTRUCTION AND FURNISHING OF HOUSE OFFICERS AND INTERNS BUILDING IN FEDERAL MEDICAL CENTRE, KOGI",,ONGOING,Kogi,510142111.0,
ERGP25240630,"FREE CATARACT SURGERY, EYE TREATMENT AND MEDICAL GLASSES, SHORTH SIGHTONGOING                70,000,000 AND LONG SIGHT FOR PEOPLE OF BICHI FEDERAL CONSTITUENCY, KANO STATE",,,Kano,70000000.0,
ERGP25226989,RESEARCH & DEVEVOPLMENT FOR ORAL HEALTH,,ONGOING,,177100000.0,
ERGP25233693,STRENGTHEN COMPREHENSIVE ADMINISTRATIVE SUPPORT STRUCTURE FOR THE CONDUCT OF 874 SENIOR AND JUNIOR STAFF ANNUAL PROMOTION EXERCISE,,ONGOING,,58803500.0,
ERGP25112969,IMPLEMENTATION OF NATIONAL ACTION PLAN FOR ANTIMICROBIAL RESPONSE IN NIGERIA,,ONGOING,,2161000000.0,
ERGP25205611,EXECUTE COORDINATION RESPONSIBILITIES FOR REGIONAL HEALTH SECURITY INCLUDING HOSTING AFRICA CENTRE FOR DISEASE & CONTROL'S REGIONAL Budget Office of the Federation            Page 2544 / 2790         ,,ONGOING,,71000002.0,
ERGP25239553,PROVISION OF SOLAR STREET LIGHT,,ONGOING,,10500000.0,
ERGP30228812,CONSTRUCTION OF ALUMINIUM OFFICES AT THE TEMPORARY SITE,,ONGOING,,108500000.0,
ERGP25224534,REHABILITATION OF OXYGEN PLANT BUILDING,,ONGOING,,14000000.0,
ERGP25247588,CONSTRUCTION OF INTERNSHIP BUILDING (50 SELF COM APARTMENT) (ACCOMMODATION FOR INTERNS),,NEW,,456025839.0,
ERGP30228001,"STRUCTURAL REPAIRS, RENOVATION AND REFURBISHMENT OF THE MAIN LABORATORY COMPLEX - CONSTRUCTION OF EMERGENCY EXIT BETWEEN THE STAIR CASES LEADING TO AN EXTERNAL STAIR CASE",,ONGOING,,12579682.0,
ERGP25237756,RENEWED HOPE NATIONAL BLOOD PROGRAMME ACROSS FEDERATION,,ONGOING,,14000000000.0,
ERGP25237610,"PROVISION OF MEDICAL OUTREACH TO RURAL COMMUNITIES IN ORHIONMWON/UHUNMWONDE FEDERAL CONSTITUENCY, EDO STATE",,ONGOING,Edo,17500000.0,
ERGP25237450,"MOTORISED BOREHOLE AT NATIONAL OBSTETRICS AND FISTULA CNETRE, NINGI BAUCHI",,ONGOING,Bauchi,35000000.0,
ERGP25238983,"POCUREMENT OF CT SCAN - 160 SLIDE IN NATIONAL HOSPITAL, ABUJA",,ONGOING,Abuja,1530426333.0,
ERGP25228022,STRENGTHENING OF CANCER DIAGNOSTIC SERVICES IN NORTH CENTRAL REGION,,ONGOING,,69405000.0,
ERGP25228181,PURCHASE OF SIX (6) CANCER MOBILE SCREENING TRUCKS,,ONGOING,,6300000.0,
ERGP25237147,PROVISION OF BRACHYTHERAPHY MEDICAL CONSUMABLES TO SOME CANCER CENTRES,,ONGOING,,28000000.0,
ERGP30247736,INTERNATIONAL CANCER WEEK,,NEW,,500000000.0,
ERGP19110801,FOREST RESOURCES SURVEY AND ASSESSMENT NATIONWIDE,,ONGOING,,35700000.0,
ERGP19151383,SENSITIZATION OF STAFF OF THE MINISTRY AND IT'S AGENCIES ON CURRENT GOVERNEMENT REFORMS.,,ONGOING,,6300000.0,
ERGP19158201,VALUATION OF THE MINISTRY'S FIXED ASSETS IN COMPLAINCE WITH IPSAS ACCURAL CONCEPT,,ONGOING,,25193942.0,
ERGP19195236,NATIONAL GREENING OF CITIES AND URBAN AREAS FOR CLIMATE CHANGE MITIGATION,,ONGOING,,51100000.0,
ERGP19202891,"ANNUAL AUDIT OF STATUTORY, SPECIAL AGENCIES AND CAPITAL PROJECTS",,ONGOING,,11079530.0,
